specialites,formation,nb_candidats_voeu,nb_candidats_admis,nb_candidats_acceptes
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",Licence MASS,15,9.0,2
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']","Licence Philosophie, Epistémologie",2,2.0,0
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",Licence Pluri Lettres - Langues - Sciences humaines,2,1.0,0
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",Formations d'ART,21,5.0,3
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Mathématiques,54,32.0,6
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]","Licence Philosophie, Epistémologie",4,3.0,2
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Pluri Sciences fondamentales et applications,1,0.0,0
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",CPGE S,30,6.0,2
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",D.E social,1,1.0,1
"['Physique-Chimie', 'Sciences économiques et sociales']",Licence Pluri Sciences,17,9.0,1
"['Physique-Chimie', 'Sciences économiques et sociales']",Licence STAPS,156,83.0,44
"['Physique-Chimie', 'Sciences économiques et sociales']","Licence Sociologie, Démographie",130,113.0,18
"['Physique-Chimie', 'Sciences économiques et sociales']",DCG,41,22.0,10
"['Physique-Chimie', 'Sciences de la vie et de la terre']",Licence Pluri Sciences humaines et sociales,149,61.0,3
"['Physique-Chimie', 'Sciences de la vie et de la terre']","Licence Sciences de l'univers, de la terre, de l'espace",2803,1966.0,242
"['Physique-Chimie', 'Sciences de la vie et de la terre']",Licence Sciences juridiques,4282,3620.0,954
"['Physique-Chimie', ""Sciences de l'ingénieur""]","Licence Mécanique, Génie mécanique, Ingénierie mécanique",23,15.0,1
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Physique,83,44.0,9
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Pluri Lettres - Langues - Sciences humaines,3,3.0,1
"['Physique-Chimie', ""Sciences de l'ingénieur""]","Licence Sociologie, Démographie",7,7.0,2
"['Physique-Chimie', ""Sciences de l'ingénieur""]",CPGE S,100,36.0,19
"['Arts', 'Sciences de la vie et de la terre']","Licence Sciences de la vie, biologie, santé",160,76.0,26
"['Arts', 'Sciences de la vie et de la terre']",D.E social,15,4.0,4
"['Arts', ""Sciences de l'ingénieur""]",Licence Physique et chimie,0,0.0,0
"['Arts', ""Sciences de l'ingénieur""]",Licence Pluri Sciences fondamentales et applications,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Philosophie, Epistémologie",1021,839.0,176
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Ensemble des candidats bacheliers,9299,8931.0,7947
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Sciences Po,1,0.0,0
"['Physique-Chimie', 'Sciences économiques et sociales']","Licence Sciences de l'univers, de la terre, de l'espace",4,1.0,1
"['Physique-Chimie', 'Sciences de la vie et de la terre']","Licence Sciences de la vie, biologie, santé",21066,14931.0,3448
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Génie civil,0,0.0,0
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Physique et chimie,0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Sciences économiques - Gestion,0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Las,1,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",BTS agricole,1,1.0,1
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Formations d'ART,1558,563.0,337
"['Arts', 'Mathématiques']",BTS agricole,21,9.0,2
"['Arts', 'Numérique et Sciences Informatiques']",Licence Sciences de l'information et de la communication,16,9.0,2
"['Arts', 'Physique-Chimie']",Licence Langues et littératures étrangères,49,41.0,10
"['Arts', 'Physique-Chimie']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",5,0.0,0
"['Arts', 'Physique-Chimie']",D.E social,3,1.0,0
"['Arts', 'Sciences économiques et sociales']",Licence Pluri Langues,4,4.0,1
"['Arts', 'Sciences économiques et sociales']","Licence Sciences de l'univers, de la terre, de l'espace",0,0.0,0
"['Arts', 'Sciences économiques et sociales']",Licence Sciences économiques,87,40.0,7
"['Arts', 'Sciences économiques et sociales']",CPGE L,58,42.0,18
"['Arts', 'Sciences de la vie et de la terre']",Licence Physique,1,1.0,0
"['Arts', 'Sciences de la vie et de la terre']",CPGE L,12,8.0,1
"['Arts', ""Sciences de l'ingénieur""]",Licence Formation générale aux métiers de l'ingénieur,1,0.0,0
"['Arts', ""Sciences de l'ingénieur""]",Licence Sciences et technologies industrielles,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Informatique,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",BTS production,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",D.E sanitaire,1,0.0,0
"['Biologie-Ecologie', 'Mathématiques']",BTS production,38,17.0,4
"['Physique-Chimie', 'Biologie-Ecologie']",Licence LEA,38,32.0,6
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Pluri Lettres - Sciences du langage - Arts,2,1.0,0
"['Physique-Chimie', 'Biologie-Ecologie']","Licence Psychlogie, Sciences cognitives",125,99.0,35
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Sciences de l'information et de la communication,11,4.0,3
"['Sciences économiques et sociales', 'Biologie-Ecologie']",CPGE ECG,0,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",CUPGE,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Electronique, Génie électrique, EEA",0,0.0,0
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence LEA,2592,2077.0,764
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",BTS service,1419,641.0,262
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Licence STAPS,39,20.0,11
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Physique et chimie,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences économiques,0,0.0,0
"['Mathématiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences et technologies industrielles,75,33.0,14
"['Sciences économiques et sociales', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Sciences fondamentales et applications,0,0.0,0
"['Sciences de la vie et de la terre', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences économiques,26,11.0,2
"['Sciences de la vie et de la terre', 'Langues, Littératures et Cultures Etrangères et Régionales']",CPGE L,121,81.0,39
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Sciences de l'ingénieur""]",BTS agricole,3,1.0,1
"['Mathématiques', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Droit - Sciences éco - AES,0,0.0,0
"['Mathématiques', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences du langage - Linguistique,0,0.0,0
"['Physique-Chimie', 'Mathématiques']",CPGE L,1222,917.0,357
"['Sciences de la vie et de la terre', 'Mathématiques']",Licence Las,14088,6136.0,2118
"['Mathématiques', ""Sciences de l'ingénieur""]",Licence Pluri Sciences économiques - Gestion,335,233.0,57
"['Numérique et Sciences Informatiques', ""Littératures, langues et culture de l'antiquité""]","Licence Electronique, Génie électrique, EEA",0,0.0,0
"['Numérique et Sciences Informatiques', ""Littératures, langues et culture de l'antiquité""]",Licence Informatique,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Lettres - Langues - Sciences humaines,1,1.0,1
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Sciences humaines et sociales,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]","Licence Sociologie, Démographie",0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",BTS production,0,0.0,0
"['Physique-Chimie', 'Sciences économiques et sociales']",Licence MASS,10,7.0,1
"['Physique-Chimie', 'Sciences économiques et sociales']",Licence Pluri Sciences fondamentales et applications,1,0.0,0
"['Physique-Chimie', 'Sciences économiques et sociales']",CPGE L,12,7.0,5
"['Physique-Chimie', 'Sciences économiques et sociales']",Ecoles de Commerce,52,43.0,31
"['Physique-Chimie', 'Sciences économiques et sociales']",Autres formations,109,42.0,22
"['Physique-Chimie', 'Sciences de la vie et de la terre']","Licence Philosophie, Epistémologie",411,279.0,31
"['Physique-Chimie', 'Sciences de la vie et de la terre']",Licence Physique et chimie,2090,1354.0,109
"['Physique-Chimie', 'Sciences de la vie et de la terre']",BUT Production,10015,4533.0,1637
"['Sciences économiques et sociales', 'Sciences de la vie et de la terre']",PASS,1532,467.0,193
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]",Licence Sciences de l'éducation,2,0.0,0
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]","Licence Sciences de la vie, biologie, santé",2,0.0,0
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]",Licence Sciences et technologies industrielles,5,1.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Histoire,3,3.0,1
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]","Licence Archéologie, Ethno, Préhistoire, Anthropologie",0,0.0,0
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]",Licence Pluri Sciences fondamentales et applications,0,0.0,0
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]",Licence Sciences économiques,1,1.0,1
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]",D.E sanitaire,29,7.0,4
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Génie civil,0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences politiques,0,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences de gestion,16,6.0,1
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",BTS agricole,44,27.0,11
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Ensemble des candidats bacheliers,5937,5451.0,4349
"['Arts', 'Mathématiques']",Licence Arts,731,600.0,215
"['Arts', 'Mathématiques']","Licence Philosophie, Epistémologie",31,22.0,3
"['Arts', 'Mathématiques']",Licence Pluri Langues,5,2.0,0
"['Arts', 'Mathématiques']",Licence Sciences économiques,17,9.0,3
"['Arts', 'Numérique et Sciences Informatiques']",Licence Informatique,62,40.0,8
"['Arts', 'Numérique et Sciences Informatiques']",Licence Mathématiques,18,8.0,2
"['Arts', 'Numérique et Sciences Informatiques']","Licence Sociologie, Démographie",7,4.0,2
"['Arts', 'Sciences de la vie et de la terre']",D.E sanitaire,130,51.0,31
"['Arts', ""Sciences de l'ingénieur""]",Formations d'ART,20,9.0,4
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Géographie,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Formations d'ART,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Ecoles de Commerce,0,0.0,0
"['Physique-Chimie', 'Biologie-Ecologie']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",237,129.0,29
"['Physique-Chimie', 'Biologie-Ecologie']","Licence Sciences de la vie, biologie, santé",566,348.0,91
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Langues et littératures françaises,36,32.0,13
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']","Licence Archéologie, Ethno, Préhistoire, Anthropologie",119,56.0,9
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",Licence Mathématiques,11,2.0,0
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']","Licence Sciences de la vie, biologie, santé",27,7.0,0
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Licence Pluri Sciences fondamentales et applications,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Licence Sciences du langage - Linguistique,172,160.0,45
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",CPGE L,165,125.0,72
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Formations des écoles nationales vétérinaires,7,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Pluri Sciences fondamentales et applications,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Sciences de l'éducation,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]","Licence Sciences de la vie, biologie, santé",0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",BUT Service,2,2.0,2
"['Numérique et Sciences Informatiques', ""Littératures, langues et culture de l'antiquité""]",Formations d'ART,0,0.0,0
"['Numérique et Sciences Informatiques', 'Physique-Chimie']","Licence Mécanique, Génie mécanique, Ingénierie mécanique",6,3.0,3
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",CPGE L,1,1.0,0
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Pluri Langues,0,0.0,0
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]","Licence Sciences de l'univers, de la terre, de l'espace",0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Lettres - Sciences du langage - Arts,0,0.0,0
"['Physique-Chimie', 'Sciences économiques et sociales']","Licence Electronique, Génie électrique, EEA",1,1.0,1
"['Physique-Chimie', 'Sciences économiques et sociales']",Licence Sciences religieuses,1,1.0,0
"['Physique-Chimie', 'Sciences de la vie et de la terre']","Licence Psychlogie, Sciences cognitives",6783,5078.0,1054
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",Licence LEA,2,1.0,0
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Langues,0,0.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Informatique,0,0.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence STAPS,3,1.0,1
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",CPGE S,1,0.0,0
